Magma V2.29-6     Fri May 29 2026 13:45:51 on Chatchawans-Laptop-2 [Seed = 
1596719953]
Type ? for help.  Type <Ctrl>-D to quit.

Loading file "supplementary/code/verify_theorem_magma.m"
# Exact Magma verification for p<q, p,q == 5 mod 8, pq <= 30000
# Magma version: V2.29-6 in the recorded run
# Proof settings: Magma defaults; this script sets no GRH or conditional class-group flag
# Columns: p,q,D,leg,q4pq,q4qp,h,hplus,v2hplus,epsnorm,isPrincipalP,isPrincipalQ,wideInv,narrowInv,narrowTwoInv
13,1109,14417,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1117,14521,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1181,15353,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1213,15769,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1229,15977,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
13,1237,16081,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1277,16601,1,1,1,8,8,3,-1,0,0,"[ 8 ]","[ 8 ]","[ 8 ]"
13,1301,16913,1,1,1,12,24,3,1,1,1,"[ 12 ]","[ 24 ]","[ 8 ]"
13,1373,17849,-1,0,0,14,14,1,-1,0,0,"[ 14 ]","[ 14 ]","[ 2 ]"
13,1381,17953,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
13,1429,18577,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
13,1453,18889,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1493,19409,-1,0,0,6,6,1,-1,0,0,"[ 6 ]","[ 6 ]","[ 2 ]"
13,1549,20137,-1,0,0,6,6,1,-1,0,0,"[ 6 ]","[ 6 ]","[ 2 ]"
13,1597,20761,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1613,20969,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1621,21073,1,-1,1,10,20,2,1,1,1,"[ 10 ]","[ 20 ]","[ 4 ]"
13,1637,21281,1,1,-1,6,12,2,1,1,1,"[ 6 ]","[ 12 ]","[ 4 ]"
13,1669,21697,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1693,22009,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
13,1709,22217,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1733,22529,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
13,1741,22633,1,-1,-1,12,12,2,-1,0,0,"[ 12 ]","[ 12 ]","[ 4 ]"
13,1789,23257,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1861,24193,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1877,24401,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,1901,24713,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
13,1933,25129,1,-1,1,6,12,2,1,1,1,"[ 6 ]","[ 12 ]","[ 4 ]"
13,1949,25337,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1973,25649,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,1997,25961,-1,0,0,6,6,1,-1,0,0,"[ 6 ]","[ 6 ]","[ 2 ]"
13,2029,26377,1,1,1,16,16,4,-1,0,0,"[ 16 ]","[ 16 ]","[ 16 ]"
13,2053,26689,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,2069,26897,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
13,2141,27833,1,1,1,12,24,3,1,1,1,"[ 12 ]","[ 24 ]","[ 8 ]"
13,2213,28769,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,2221,28873,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,2237,29081,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
13,2269,29497,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
13,2293,29809,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,37,1073,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,53,1537,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,61,1769,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,101,2929,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,109,3161,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
29,149,4321,1,1,-1,10,20,2,1,1,1,"[ 10 ]","[ 20 ]","[ 4 ]"
29,157,4553,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,173,5017,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,181,5249,1,1,1,8,16,4,1,1,1,"[ 8 ]","[ 16 ]","[ 16 ]"
29,197,5713,1,1,1,8,8,3,-1,0,0,"[ 8 ]","[ 8 ]","[ 8 ]"
29,229,6641,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,269,7801,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,277,8033,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,293,8497,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,317,9193,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,349,10121,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,373,10817,1,1,1,16,16,4,-1,0,0,"[ 16 ]","[ 16 ]","[ 16 ]"
29,389,11281,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
29,397,11513,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
29,421,12209,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,461,13369,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,509,14761,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,541,15689,-1,0,0,6,6,1,-1,0,0,"[ 6 ]","[ 6 ]","[ 2 ]"
29,557,16153,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
29,613,17777,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
29,653,18937,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,661,19169,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,677,19633,-1,0,0,6,6,1,-1,0,0,"[ 6 ]","[ 6 ]","[ 2 ]"
29,701,20329,1,1,-1,6,12,2,1,1,1,"[ 6 ]","[ 12 ]","[ 4 ]"
29,709,20561,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,733,21257,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,757,21953,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,773,22417,-1,0,0,14,14,1,-1,0,0,"[ 14 ]","[ 14 ]","[ 2 ]"
29,797,23113,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,821,23809,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
29,829,24041,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,853,24737,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
29,877,25433,1,-1,1,14,28,2,1,1,1,"[ 14 ]","[ 28 ]","[ 4 ]"
29,941,27289,1,-1,-1,12,12,2,-1,0,0,"[ 12 ]","[ 12 ]","[ 4 ]"
29,997,28913,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,1013,29377,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
29,1021,29609,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
37,53,1961,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,61,2257,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,101,3737,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,109,4033,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,149,5513,1,1,1,8,16,4,1,1,1,"[ 8 ]","[ 16 ]","[ 16 ]"
37,157,5809,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
37,173,6401,1,-1,-1,12,12,2,-1,0,0,"[ 12 ]","[ 12 ]","[ 4 ]"
37,181,6697,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,197,7289,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
37,229,8473,1,1,1,8,16,4,1,1,1,"[ 8 ]","[ 16 ]","[ 16 ]"
37,269,9953,1,1,1,8,8,3,-1,0,0,"[ 8 ]","[ 8 ]","[ 8 ]"
37,277,10249,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,293,10841,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,317,11729,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
37,349,12913,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,373,13801,1,-1,-1,12,12,2,-1,0,0,"[ 12 ]","[ 12 ]","[ 4 ]"
37,389,14393,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,397,14689,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,421,15577,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,461,17057,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,509,18833,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
37,541,20017,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,557,20609,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,613,22681,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
37,653,24161,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,661,24457,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,677,25049,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
37,701,25937,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,709,26233,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,733,27121,1,1,-1,10,20,2,1,1,1,"[ 10 ]","[ 20 ]","[ 4 ]"
37,757,28009,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
37,773,28601,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
37,797,29489,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,61,3233,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,101,5353,-1,0,0,6,6,1,-1,0,0,"[ 6 ]","[ 6 ]","[ 2 ]"
53,109,5777,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
53,149,7897,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
53,157,8321,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
53,173,9169,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,181,9593,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,197,10441,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
53,229,12137,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
53,269,14257,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
53,277,14681,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,293,15529,1,1,1,24,24,3,-1,0,0,"[ 24 ]","[ 24 ]","[ 8 ]"
53,317,16801,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
53,349,18497,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
53,373,19769,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,389,20617,-1,0,0,26,26,1,-1,0,0,"[ 26 ]","[ 26 ]","[ 2 ]"
53,397,21041,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,421,22313,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,461,24433,1,-1,-1,12,12,2,-1,0,0,"[ 12 ]","[ 12 ]","[ 4 ]"
53,509,26977,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
53,541,28673,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
53,557,29521,-1,0,0,10,10,1,-1,0,0,"[ 10 ]","[ 10 ]","[ 2 ]"
61,101,6161,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,109,6649,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
61,149,9089,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
61,157,9577,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,173,10553,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,181,11041,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,197,12017,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
61,229,13969,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
61,269,16409,1,1,1,12,24,3,1,1,1,"[ 12 ]","[ 24 ]","[ 8 ]"
61,277,16897,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,293,17873,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
61,317,19337,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
61,349,21289,-1,0,0,18,18,1,-1,0,0,"[ 18 ]","[ 18 ]","[ 2 ]"
61,373,22753,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,389,23729,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,397,24217,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,421,25681,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
61,461,28121,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
101,109,11009,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
101,149,15049,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
101,157,15857,1,1,1,4,8,3,1,1,1,"[ 4 ]","[ 8 ]","[ 8 ]"
101,173,17473,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
101,181,18281,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
101,197,19897,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
101,229,23129,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
101,269,27169,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
101,277,27977,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
101,293,29593,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
109,149,16241,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
109,157,17113,1,1,1,12,24,3,1,1,1,"[ 12 ]","[ 24 ]","[ 8 ]"
109,173,18857,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
109,181,19729,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
109,197,21473,1,-1,-1,4,4,2,-1,0,0,"[ 4 ]","[ 4 ]","[ 4 ]"
109,229,24961,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
109,269,29321,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
149,157,23393,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
149,173,25777,1,1,-1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
149,181,26969,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
149,197,29353,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
157,173,27161,1,-1,1,2,4,2,1,1,1,"[ 2 ]","[ 4 ]","[ 4 ]"
157,181,28417,-1,0,0,2,2,1,-1,0,0,"[ 2 ]","[ 2 ]","[ 2 ]"
# Summary
# pairs=420
# legendre_plus_one_pairs=202
# failures_4_divisibility=0
# failures_cyclicity=0
# failures_quartic_pattern_for_8_divisibility=0
# failures_wide_parity=0
# failures_negative_pell_norm_when_legendre_minus_one=0
# failures_ramified_principal_when_legendre_minus_one=0
# v2_hplus_values=[ 1, 2, 3, 4 ]
# quartic_pair=<-1, -1> count=47 v2_hplus_values=[ 2 ]
# quartic_pair=<-1, 1> count=51 v2_hplus_values=[ 2 ]
# quartic_pair=<1, -1> count=52 v2_hplus_values=[ 2 ]
# quartic_pair=<1, 1> count=52 v2_hplus_values=[ 3, 4 ]

Total time: 5.429 seconds, Total memory usage: 32.09MB
